Image,Object,Color,Caption
raw/iTrade/20210411075351__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211009212812__https____www.scotiaitrade.com__en__home__open-trading-account/content__dam__itrade__images__Open-scotia-itrade-account-banner-image.jpg2000.2000.jpg,"cell phone 94.2%
person 92.7%
laptop 88.0%","darkslategray
silver
sienna
lightslategray
darkgray",a woman holding a cell phone in front of a laptop computer
raw/iTrade/20211130122207__https____www.scotiaitrade.com__en__home__special-offers-programs/content__dam__itrade__images__iStock-874813790.jpg2000.2000.png,"person 89.1%
laptop 65.3%","darkslategray
silver
mediumaquamarine
gray
darkseagreen",a man standing in a room with a glass door
raw/iTrade/20220115080818__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220115080818__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20200816172748__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200816172748__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200816172748__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200816172748__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220218003842__https____www.scotiaitrade.com__en__home__learning-centre__faqs__holiday-schedule/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20220308232039__https____www.scotiaitrade.com__en__home__contact-us/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20210423033816__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210515223346__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201123143009__https____www.scotiaitrade.com__en__direct-investing-and-online-trading__campaigns__get-up-to-1500-cash-6-99-or-500-free-equity-trades/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20220117031114__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220117031114__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20211015105446__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20210127133034__https____www.scotiaitrade.com__en__direct-investing-and-online-trading__campaigns__get-up-to-1500-cash-6-99-or-500-free-equity-trades/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20210320054909__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20220201103206__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220201103206__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210521033821__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20220402063905__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220402063905__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210417213207__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201227233101__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20220319040138__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220319040138__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210720200839__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20220119010937__https____www.scotiaitrade.com__fr__accueil__contactez-nous/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
